baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENST.ID	PTC.Status	ensembl_gene_id	transcript_biotype
218.44899369544797	-0.02888418657862213	0.43463206294042456	-0.06645664009049723	0.9470142775513268	0.999426078565439	ENST00000645953	TRUE	ENSG00000134480	nonsense_mediated_decay
28.35201719730241	-0.12657380110605507	0.7224078380648126	-0.17521100192534067	0.8609138397700554	0.999426078565439	ENST00000646883	TRUE	ENSG00000134480	nonsense_mediated_decay
334.32337229399553	0.11497035154649676	0.31160609326886973	0.36896053713331733	0.7121571395033974	0.999426078565439	ENST00000256897	FALSE	ENSG00000134480	protein_coding
63.766362313334504	0.16594250629865478	0.4299842051637185	0.38592698128404834	0.6995507475125227	0.999426078565439	ENST00000504878	FALSE	ENSG00000134480	protein_coding
154.096621512834	-0.6398713757260561	0.34399336401667546	-1.8601270915651664	0.06286754707200531	0.7498022510571716	ENST00000620628	TRUE	ENSG00000276234	nonsense_mediated_decay
51.22019772599363	0.14078230619464446	0.3840892522611984	0.36653539604619295	0.7139656052914596	0.999426078565439	ENST00000620367	FALSE	ENSG00000276234	protein_coding
47.474102117121056	-0.02415300600367253	0.5090235547025459	-0.04744968239787377	0.962154832756983	0.999426078565439	ENST00000612272	FALSE	ENSG00000276234	protein_coding
191.24504116361751	-0.18313915027674657	0.27423910144581987	-0.6678083078277898	0.5042559627651151	0.999426078565439	ENST00000264709	FALSE	ENSG00000119772	protein_coding
24.580286622718393	0.2645993986155262	0.3878480306878096	0.6822244221436053	0.4950970542143845	0.999426078565439	ENST00000380756	TRUE	ENSG00000119772	nonsense_mediated_decay
341.69794173761824	0.2432379809649185	0.2404298998951864	1.0116794170398784	0.31169136003997605	0.996554940102515	ENST00000356079	FALSE	ENSG00000119004	protein_coding
68.55782245543526	0.43786877156041754	0.3978988386939169	1.100452499428498	0.27113501498727277	0.994648511162119	ENST00000449301	TRUE	ENSG00000119004	nonsense_mediated_decay
5274.030072464006	-0.25886208295960994	0.15810634019416483	-1.6372656696860513	0.10157497081922358	0.8503337774269202	ENST00000373825	FALSE	ENSG00000096063	protein_coding
76.24038254392957	0.0951759604105296	0.24338763672233285	0.39104681606777936	0.6957626312980103	0.999426078565439	ENST00000507292	TRUE	ENSG00000096063	nonsense_mediated_decay
519.0849372825097	0.1481436418402954	0.25396211389874823	0.5833296926302897	0.5596713775904691	0.999426078565439	ENST00000260947	FALSE	ENSG00000138376	protein_coding
52.17100921183578	0.18086239199220233	0.512951045705147	0.3525919159470144	0.7243943989865707	0.999426078565439	ENST00000455743	TRUE	ENSG00000138376	nonsense_mediated_decay
250.71851677700408	-0.3507070793586674	0.33981535517711675	-1.0320518894029191	0.30204781001487674	0.996554940102515	ENST00000367843	FALSE	ENSG00000143164	protein_coding
108.25267859014156	0.29597982826220476	0.5629140716884332	0.5257993060547016	0.5990276567503635	0.999426078565439	ENST00000470721	TRUE	ENSG00000143164	nonsense_mediated_decay
634.8728636585187	-0.01852993847648409	0.19455924949380557	-0.09524059393061166	0.9241237272206544	0.999426078565439	ENST00000312263	FALSE	ENSG00000143164	protein_coding
852.2192938941013	-0.26655882492328425	0.26935335687011636	-0.9896250338985764	0.32235742923335403	0.996554940102515	ENST00000219313	FALSE	ENSG00000103035	protein_coding
119.05212998166824	-0.11414718988941036	0.4155187915349898	-0.27471005455068165	0.7835390058459538	0.999426078565439	ENST00000568717	TRUE	ENSG00000103035	nonsense_mediated_decay
59.43940487632239	0.3141954150562793	0.24604611510218063	1.2769777524257877	0.20161010179837796	0.9622973015110472	ENST00000568615	FALSE	ENSG00000103035	protein_coding
873.2994014094319	-0.11099308936720484	0.17298551509518592	-0.6416322736971964	0.5211119727805762	0.999426078565439	ENST00000268220	FALSE	ENSG00000140612	protein_coding
41.7191623736079	0.25471564247418954	0.5013256031918687	0.5080842487446309	0.6113942610590505	0.999426078565439	ENST00000560409	TRUE	ENSG00000140612	nonsense_mediated_decay
39.7151048453097	0.20271282880744665	0.3671772947155455	0.5520843247251698	0.5808905810238858	0.999426078565439	ENST00000559729	FALSE	ENSG00000140612	protein_coding
47.32805765289632	-0.0113658640301502	0.3494524786248039	-0.03252477725978123	0.9740535570837636	0.999426078565439	ENST00000591433	TRUE	ENSG00000160953	nonsense_mediated_decay
66.20441870353393	-0.7639401954807596	0.7190807064580629	-1.0623844981791526	0.28806116830598355	0.9954771265991728	ENST00000652273	FALSE	ENSG00000160953	protein_coding
169.4048384586504	-0.095855213759423	0.310974151393885	-0.30824174076774374	0.7578983931228963	0.999426078565439	ENST00000557943	FALSE	ENSG00000140374	protein_coding
92.25811400474927	0.23550844217776432	0.47675856848071463	0.49397841538172776	0.6213214233471742	0.999426078565439	ENST00000560044	TRUE	ENSG00000140374	nonsense_mediated_decay
171.1826881788079	0.03101533792579531	0.2894650602197334	0.1071470867753487	0.9146722923053904	0.999426078565439	ENST00000578681	FALSE	ENSG00000198231	protein_coding
54.884219823524695	1.174971897270954	0.4966350257849517	2.36586595038049	0.01798795610578863	0.492689423221871	ENST00000584261	TRUE	ENSG00000198231	nonsense_mediated_decay
149.83484858020648	0.10965759786755354	0.31313540753690133	0.3501922657999989	0.7261944107334735	0.999426078565439	ENST00000577940	TRUE	ENSG00000198231	nonsense_mediated_decay
26.59306159677705	0.25718182943302675	0.3536301523608853	0.7272621627879982	0.4670653721774644	0.999426078565439	ENST00000640870	TRUE	ENSG00000266173	nonsense_mediated_decay
