"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000282220",0,NA,NA,NA,NA,NA
"ENSG00000282221",0,NA,NA,NA,NA,NA
"ENSG00000282226",0,NA,NA,NA,NA,NA
"ENSG00000282229",0,NA,NA,NA,NA,NA
"ENSG00000086015",1020.8824392179,0.567282165215908,0.225614079649527,2.51439168201353,0.0119237924473522,0.0559382465743672
"ENSG00000250337",45.6609355723265,0.463530281336098,0.482090980889497,0.9614995918008,0.336301030630365,0.559043468470007
"ENSG00000169740",57.1875403331292,2.3283575688861,0.478681081356582,4.8641102804555,1.14972800109007e-06,3.072637789765e-05
"ENSG00000169744",0,NA,NA,NA,NA,NA
"ENSG00000215866",1.54278134609785,0.109745094903854,2.21604699629628,0.04952290952641,0.960502580434814,NA
"ENSG00000261604",0,NA,NA,NA,NA,NA
"ENSG00000261602",0,NA,NA,NA,NA,NA
"ENSG00000261600",0,NA,NA,NA,NA,NA
"ENSG00000266469",0.947014149319093,-1.55511685916877,2.95638569040763,-0.526019613819178,0.598874579336856,NA
"ENSG00000168298",647.083101088369,-0.364730815334246,0.279509655202509,-1.30489522828824,0.191928526289861,0.391840659003122
"ENSG00000168297",150.562423551852,-0.585462883936261,0.316730093273951,-1.84845992335143,0.0645358368773417,0.188699209793142
"ENSG00000266460",0,NA,NA,NA,NA,NA
"ENSG00000266466",0,NA,NA,NA,NA,NA
"ENSG00000168291",206.198540965516,-1.85089779192513,0.303444405448104,-6.09962734093535,1.06316034464072e-09,1.00479727155471e-07
"ENSG00000262558",0,NA,NA,NA,NA,NA
"ENSG00000254141",0.292133344158791,1.65267109107449,4.97502693858118,0.332193395428289,0.739743230554397,NA
"ENSG00000225102",0,NA,NA,NA,NA,NA
"ENSG00000225105",0,NA,NA,NA,NA,NA
"ENSG00000225106",0,NA,NA,NA,NA,NA
"ENSG00000225107",0,NA,NA,NA,NA,NA
"ENSG00000226455",0,NA,NA,NA,NA,NA
"ENSG00000226454",0,NA,NA,NA,NA,NA
"ENSG00000149792",18.4915226306343,-0.324911018754996,0.69183444729429,-0.469636948587481,0.638614422008236,0.806872114034358
"ENSG00000229797",0,NA,NA,NA,NA,NA
"ENSG00000149798",25.7530753919731,0.359869406225438,0.619978345574132,0.580454799420745,0.561607959768894,0.752320835520918
"ENSG00000283573",0,NA,NA,NA,NA,NA
"ENSG00000283579",0,NA,NA,NA,NA,NA
"ENSG00000168487",323.060342508268,0.692199852692643,0.279800286533265,2.47390687575421,0.0133644527715338,0.0608713252992601
"ENSG00000250564",0,NA,NA,NA,NA,NA
"ENSG00000250565",13.6722062760875,0.215789873742372,0.78205508771438,0.27592669254673,0.782604371779704,NA
"ENSG00000187961",283.83042865345,0.646303789788134,0.303893505927466,2.12674432714727,0.033441332298042,0.119172509010265
"ENSG00000125409",13.4302883715884,0.0522412744152678,0.790851308475153,0.0660570120519806,0.947332435472827,NA
"ENSG00000187969",0.237806888783527,-1.36770482722437,4.9957566375721,-0.273773309319779,0.784258836304498,NA
"ENSG00000281591",0,NA,NA,NA,NA,NA
"ENSG00000281590",0,NA,NA,NA,NA,NA
"ENSG00000162849",80.0940148401196,0.535134298273178,0.395607988596972,1.35268830179855,0.176155229209373,0.37142839754047
"ENSG00000286060",0,NA,NA,NA,NA,NA
"ENSG00000286061",0.237806888783527,-1.36770482722437,4.9957566375721,-0.273773309319779,0.784258836304498,NA
"ENSG00000283689",2.23627469235723,0.351659411415751,1.86312155129714,0.188747433666322,0.850290773016149,NA
"ENSG00000286063",0,NA,NA,NA,NA,NA
"ENSG00000184702",116.024499907508,0.68430083142856,0.360422086901233,1.89860959219206,0.0576158262842073,0.174832238085824
"ENSG00000286065",0.222092974507342,1.45252661809926,4.98760228603156,0.291227434506407,0.77087738177714,NA
"ENSG00000286066",0,NA,NA,NA,NA,NA
"ENSG00000286067",3.27736754713454,-0.0723740930335464,1.73154371824337,-0.0417974390545386,0.966660176569049,NA
"ENSG00000286068",0,NA,NA,NA,NA,NA
"ENSG00000286069",0,NA,NA,NA,NA,NA
"ENSG00000184708",685.74329790997,0.259665754374051,0.254092037459452,1.02193581888802,0.306811278097981,0.528516940608122
"ENSG00000283684",0,NA,NA,NA,NA,NA
"ENSG00000163462",76.8712598960459,0.318584375751536,0.390141801114093,0.816586110080445,0.414164995466805,0.631130816377295
"ENSG00000163464",0.237806888783527,-1.36770482722437,4.9957566375721,-0.273773309319779,0.784258836304498,NA
